"id","type","subtype","price","transactionType","zip","visualisationOption","kitchen__type","building__constructionYear","building__condition","energy__heatingType","certificates__primaryEnergyConsumptionLevel","bedroom__count","land__surface","atticExists","basementExists","outdoor__garden__surface","outdoor__terrace__exists","specificities__SME__office__exists","wellnessEquipment__hasSwimmingPool","parking__parkingSpaceCount__indoor","parking__parkingSpaceCount__outdoor"
"9125104","apartment group","apartment group","165000 - 350000","for sale","4682","xl","","","","","","","","","","","","","","",""
"9125916","apartment","apartment","169000","for sale","1070","xl","installed","1991","to renovate","gas","","1","","","true","","true","","","",""
"9126147","apartment","apartment","175000","for sale","2660","xl","semi equipped","1978","as new","fueloil","","1","","","true","","true","","","",""
"9126344","apartment","apartment","199000","for sale","4500","xl","installed","1980","to renovate","gas","","3","","","true","","true","","","",""
"9122775","apartment","apartment","160000","for sale","4520","xl","installed","2008","good","gas","","2","","","true","","true","","","1",""
"9137826","apartment","flat studio","180000","for sale","1160","xl","usa hyper equipped","1966","as new","gas","","0","","","true","","","","","",""
"8314742","apartment group","apartment group","100297.85 - 242826.36","for sale","5590","xl","","","","","","","","","","","","","","",""
"9119844","apartment group","apartment group","199500 - 485000","for sale","9300","xl","","","","","","","","","","","","","","",""
"9122774","apartment","apartment","160000","for sale","4520","xl","installed","2008","good","gas","","2","","","true","","true","","","1",""
"8875433","apartment","apartment","169500","for sale","4500","xl","installed","1962","good","fueloil","","3","","","true","","true","","","",""
"9137464","apartment","apartment","159000","for sale","1400","xl","installed","1967","good","fueloil","","2","","","true","","true","","","","1"
"9084549","apartment group","apartment group","104000 - 249000","for sale","6220","xl","","","","","","","","","","","","","","","26"
"8314535","apartment group","apartment group","109000 - 245000","for sale","5060","xl","","","","","","","","","","","","","","","76"
"8318853","apartment group","apartment group","131000 - 156000","for sale","4630","xl","","","","","","","","","","","","","","21","19"
"9105936","apartment group","apartment group","133057.89 - 258360.93","for sale","4040","xl","","","","","","","","","","","","","","",""
"8578807","apartment group","apartment group","113228.6 - 200362","for sale","6700","xl","","","","","","","","","","","","","","",""
"8842199","apartment group","apartment group","113000 - 222000","for sale","6800","xl","","","","","","","","","","","","","","39",""
"8703492","apartment group","apartment group","139000 - 269000","for sale","8434","xl","","","","","","","","","","","","","","",""
"7407209","apartment group","apartment group","135923 - 260000","for sale","3390","xl","","","","","","","","","","","","","","",""
"8229143","apartment group","apartment group","141712 - 238816","for sale","7000","xl","","","","","","","","","","","","","","",""
"8393675","apartment group","apartment group","149000 - 349000","for sale","7800","xl","","","","","","","","","","","","","","",""
"8972719","apartment group","apartment group","144000 - 249000","for sale","7333","xl","","","","","","","","","","","","","","","109"
"7677356","apartment group","apartment group","139500 - 327500","for sale","7100","xl","","","","","","","","","","","","","","",""
"8645968","apartment group","apartment group","145000 - 324000","for sale","5000","xl","","","","","","","","","","","","","","15",""
"9137856","apartment group","apartment group","219750 - 319450","for sale","1702","xl","","","","","","","","","","","","","","7","7"
"8603832","apartment group","apartment group","165000 - 449000","for sale","8710","xl","","","","","","","","","","","","","","",""
"8950325","apartment","flat studio","79000","for sale","4020","xl","not installed","1965","good","gas","","0","","","true","","","","","",""
"9133711","apartment","apartment","210000","for sale","6700","xl","installed","2008","good","electric","","2","","","","","","","","","2"
"9127791","apartment group","apartment group","219500 - 227500","for sale","1315","xl","","","","","","","","","","","","","","",""
"9128231","apartment","apartment","210000","for sale","1080","xl","usa installed","2010","as new","gas","","2","","","true","","true","","","","1"
"9135072","apartment","apartment","235000","for sale","1060","xl","not installed","1935","to renovate","gas","","1","","","","","true","","","",""
"9135188","apartment","apartment","225000","for sale","1060","xl","not installed","1935","to renovate","gas","","1","","","","","true","","","",""
"9125104","apartment group","apartment group","165000 - 350000","for sale","4682","xl","","","","","","","","","","","","","","",""
"9126125","apartment","apartment","219000","for sale","2140","xl","installed","1970","good","gas","","2","","","true","","true","","","1",""
"9125122","apartment group","apartment group","240000 - 365000","for sale","3118","xl","","","","","","","","","","","","","","",""
"9131741","apartment","apartment","229000","for sale","1140","xl","installed","1970","to renovate","gas","","2","","","true","","true","","","",""
"9124831","apartment","apartment","225000","for sale","6700","xl","installed","2007","good","electric","","2","","","","","","","","","1"
"9124101","apartment","penthouse","219000","for sale","8930","xl","installed","1968","as new","gas","","2","","","","","true","","","",""
"9133708","apartment","apartment","220000","for sale","1080","xl","installed","1970","good","gas","","2","","","true","","true","","","",""
"9123013","apartment group","apartment group","219900 - 339900","for sale","1500","xl","","","","","","","","","","","","","","",""
"9119834","apartment","flat studio","205000","for sale","8370","xl","installed","1975","good","gas","","0","","","","","true","","","",""
"9121949","apartment group","apartment group","245200 - 464500","for sale","1140","xl","","","","","","","","","","","","","","",""
"9121679","apartment","apartment","215000","for sale","6700","xl","installed","2002","good","electric","","2","","","","","","","","","1"
"9119844","apartment group","apartment group","199500 - 485000","for sale","9300","xl","","","","","","","","","","","","","","",""
"9125058","apartment","apartment","249900","for sale","2800","xl","installed","1957","good","gas","","2","","","true","","true","","","",""
"9133153","apartment","apartment","240000","for sale","9880","xl","hyper equipped","2019","as new","gas","","1","","","","","true","","","",""
"9135113","apartment","apartment","235000","for sale","2000","xl","installed","1968","just renovated","fueloil","","1","","","","","true","","","1",""
"9120238","apartment group","apartment group","239000 - 389000","for sale","1300","xl","","","","","","","","","","","","","","28","4"
"9136680","apartment","apartment","220000","for sale","1090","xl","not installed","1969","to renovate","gas","","2","","","true","","true","","","1",""
"9034495","apartment","flat studio","239500","for sale","1160","xl","usa hyper equipped","2022","as new","gas","","0","","","","","true","","","",""
"8314742","apartment group","apartment group","100297.85 - 242826.36","for sale","5590","xl","","","","","","","","","","","","","","",""
"9138592","apartment group","apartment group","214500 - 511500","for sale","2800","xl","","","","","","","","","","","","","","",""
"8905345","apartment group","apartment group","25000 - 282000","for sale","1500","xl","","","","","","","","","","","","","","1",""
"8603832","apartment group","apartment group","165000 - 449000","for sale","8710","xl","","","","","","","","","","","","","","",""
"9132025","apartment group","apartment group","280000 - 690000","for sale","1340","xl","","","","","","","","","","","","","","",""
"9130179","apartment","apartment","289000","for sale","1500","xl","usa installed","1987","good","electric","","3","","","","","true","","","","1"
"9129821","apartment","apartment","295000","for sale","4020","xl","semi equipped","1976","good","gas","","2","","","true","","true","","","",""
"9136670","apartment","apartment","270000","for sale","1180","xl","installed","1952","good","gas","","2","","","true","","true","","","",""
"9138236","apartment","apartment","254000","for sale","1600","xl","installed","1993","good","electric","","2","","","","","true","","","1",""
"9132923","apartment","apartment","295000","for sale","9000","xl","semi equipped","1961","good","gas","","2","","","true","","true","","","",""
"9125122","apartment group","apartment group","240000 - 365000","for sale","3118","xl","","","","","","","","","","","","","","",""
"9125104","apartment group","apartment group","165000 - 350000","for sale","4682","xl","","","","","","","","","","","","","","",""
"9125291","apartment","apartment","285000","for sale","4000","xl","installed","1972","good","gas","","3","","","","","true","","","1","1"
"9123013","apartment group","apartment group","219900 - 339900","for sale","1500","xl","","","","","","","","","","","","","","",""
"9121949","apartment group","apartment group","245200 - 464500","for sale","1140","xl","","","","","","","","","","","","","","",""
"9137558","apartment","apartment","290000","for sale","1000","xl","usa hyper equipped","2017","as new","gas","","1","","","true","","true","","","","1"
"9134420","apartment","apartment","258000","for sale","8370","xl","installed","2008","good","gas","","2","","","true","","true","","","",""
"9131253","apartment","apartment","299000","for sale","4000","xl","installed","2001","good","electric","","3","","","true","","true","","","",""
"9122233","apartment","apartment","259000","for sale","1000","xl","installed","2001","good","electric","","1","","","","","true","","","1",""
"9045033","apartment","apartment","295000","for sale","1180","xl","usa hyper equipped","2021","as new","gas","","1","","","true","","true","","","1",""
"9128571","apartment","apartment","270000","for sale","1030","xl","installed","2013","to be done up","gas","","2","","","true","","true","","","","1"
"9119844","apartment group","apartment group","199500 - 485000","for sale","9300","xl","","","","","","","","","","","","","","",""
"9134035","apartment","triplex","277000","for sale","1853","xl","installed","2006","as new","gas","","3","","true","","","","true","","",""
"9119247","apartment","apartment","265000","for sale","4500","xl","installed","2007","as new","gas","","2","","","true","","true","","","1",""
"9120238","apartment group","apartment group","239000 - 389000","for sale","1300","xl","","","","","","","","","","","","","","28","4"
"9119252","apartment","duplex","279000","for sale","1800","xl","installed","1957","good","gas","","3","","true","","","","true","","1",""
"9137856","apartment group","apartment group","219750 - 319450","for sale","1702","xl","","","","","","","","","","","","","","7","7"
"9125052","apartment","service flat","295000","for sale","1160","xl","installed","2010","as new","electric","","2","","","","","true","true","","","1"
"9133813","apartment","apartment","295000","for sale","8790","xl","","2012","good","gas","","2","","","","","true","","","",""
"9133648","apartment group","apartment group","325000 - 465000","for sale","1410","xl","","","","","","","","","","","","","","58","58"
"9129153","apartment","apartment","345000","for sale","1410","xl","usa hyper equipped","2020","as new","gas","","2","","","true","","true","","","58","58"
"9132025","apartment group","apartment group","280000 - 690000","for sale","1340","xl","","","","","","","","","","","","","","",""
"9130415","apartment group","apartment group","308500 - 355000","for sale","8490","xl","","","","","","","","","","","","","","",""
"9133452","apartment group","apartment group","325000 - 465000","for sale","1410","xl","","","","","","","","","","","","","","58","58"
"9137300","apartment","apartment","310000","for sale","1200","xl","semi equipped","1962","to be done up","gas","","2","","","true","","true","","","",""
"9139147","apartment","duplex","349000","for sale","1820","xl","installed","2020","as new","","","4","","","","","true","","","","1"
"9125104","apartment group","apartment group","165000 - 350000","for sale","4682","xl","","","","","","","","","","","","","","",""
"9125122","apartment group","apartment group","240000 - 365000","for sale","3118","xl","","","","","","","","","","","","","","",""
"9123013","apartment group","apartment group","219900 - 339900","for sale","1500","xl","","","","","","","","","","","","","","",""
"9124046","apartment group","apartment group","319000 - 599000","for sale","1000","xl","","","","","","","","","","","","","","",""
"9123002","apartment","apartment","319950","for sale","9051","xl","installed","2012","good","gas","","1","","","","","true","","","1",""
"9121949","apartment group","apartment group","245200 - 464500","for sale","1140","xl","","","","","","","","","","","","","","",""
"9122218","apartment group","apartment group","305000 - 345000","for sale","1420","xl","","","","","","","","","","","","","","",""
"9119844","apartment group","apartment group","199500 - 485000","for sale","9300","xl","","","","","","","","","","","","","","",""
"9121657","apartment","apartment","348000","for sale","1160","xl","usa hyper equipped","2022","as new","gas","","1","","","true","","true","","","","20"
"9121436","apartment","duplex","349000","for sale","1081","xl","hyper equipped","1991","as new","electric","","3","","","true","","true","","","1",""
"9066368","apartment","apartment","310000","for sale","1180","xl","usa hyper equipped","2018","as new","gas","","2","","","true","","true","","","1","1"
"9120512","apartment","apartment","335000","for sale","9000","xl","installed","1969","good","gas","","3","","","","","","","","1",""
"9117475","apartment","apartment","315000","for sale","1160","xl","semi equipped","1962","as new","gas","","2","","","true","","true","","","",""
